Sample	Location	Floor	Type	Indoor.Outdoor	Air.out	Material	Temperature	Humidness	RNA	Notes	DNARNA	SampleName	Date	Month	Building	SampleName2	SampleSite	SampleSite2	SampleSite3	Season	SeasonBymonth	Group
231123_8B	SBb1	b1	Outdoor	Outdoor	no	metal	20.8	40.1	No		DNA	231123_8B	231123	2311	SB	231123_8B-SBb1	8B	2311-8B	11-8B	Autumn	Autumn	Outdoor
231123_9B	SB Elevator	Elevator	Elevator	Indoor	no	metal	20.7	40.9	No		DNA	231123_9B	231123	2311	SB	231123_9B-SB Elevator	9B	2311-9B	11-9B	Autumn	Autumn	Elevator
231207_10A	SBb1 SB024 left side	b1	Corridor	Indoor	no	metal	18.5	34.3	No		DNA	231207_10A	231207	2312	SB	231207_10A-SBb1 SB024 left side	10A	2312-10A	12-10A	Winter	Winter	Underground
231207_11A	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	18.6	34.2	No		DNA	231207_11A	231207	2312	SC	231207_11A-SCb1 Parking lot	11A	2312-11A	12-11A	Winter	Winter	Underground
231207_12A	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	18.6	34.2	No		DNA	231207_12A	231207	2312	SC	231207_12A-SCb1 Parking lot	12A	2312-12A	12-12A	Winter	Winter	Underground
231207_13A	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	18.1	34.3	No		DNA	231207_13A	231207	2312	SC	231207_13A-SCb1 Parking lot	13A	2312-13A	12-13A	Winter	Winter	Underground
231207_14A	SC Elevator	Elevator	Elevator	Indoor	no	metal	18.3	34.6	No		DNA	231207_14A	231207	2312	SC	231207_14A-SC Elevator	14A	2312-14A	12-14A	Winter	Winter	Elevator
231207_15A	SDb1 Parking lot	b1	Parking lot	Indoor	no	metal	17.7	34.7	No		DNA	231207_15A	231207	2312	SD	231207_15A-SDb1 Parking lot	15A	2312-15A	12-15A	Winter	Winter	Underground
231207_16A	SDb1 Parking lot	b1	Parking lot	Indoor	no	metal	17.8	34.8	No		DNA	231207_16A	231207	2312	SD	231207_16A-SDb1 Parking lot	16A	2312-16A	12-16A	Winter	Winter	Underground
231207_17A	SDb1 Parking lot	b1	Parking lot	Indoor	no	metal	17.9	34.7	No		DNA	231207_17A	231207	2312	SD	231207_17A-SDb1 Parking lot	17A	2312-17A	12-17A	Winter	Winter	Underground
231207_18A	SDb1	b1	Corridor	Indoor	no	metal	18	35.2	No		DNA	231207_18A	231207	2312	SD	231207_18A-SDb1	18A	2312-18A	12-18A	Winter	Winter	Underground
231207_19A	SB273	2	Common room	Indoor	no	metal	20.4	37.5	No	Opened window	DNA	231207_19A	231207	2312	SB	231207_19A-SB273	19A	2312-19A	12-19A	Winter	Winter	Aboveground
231207_1A	SAb1 (By the elevator)	b1	Corridor	Indoor	no	plastic	22	29.8	No		DNA	231207_1A	231207	2312	SA	231207_1A-SAb1 (By the elevator)	1A	2312-1A	12-1A	Winter	Winter	Underground
231207_20A	SC169	2	Classroom	Indoor	no	metal	21.5	29.5	No		DNA	231207_20A	231207	2312	SC	231207_20A-SC169	20A	2312-20A	12-20A	Winter	Winter	Aboveground
231207_21A	SA Elevator	Elevator	Elevator	Indoor	no	metal	23.8	29.6	No		DNA	231207_21A	231207	2312	SA	231207_21A-SA Elevator	21A	2312-21A	12-21A	Winter	Winter	Elevator
231207_22A	SA421	4	Office	Indoor	no	metal	21.5	36.4	No		DNA	231207_22A	231207	2312	SA	231207_22A-SA421	22A	2312-22A	12-22A	Winter	Winter	Aboveground
231207_3A	SAb1	b1	Outdoor	Outdoor	no	plastic	19.9	30.8	No		DNA	231207_3A	231207	2312	SA	231207_3A-SAb1	3A	2312-3A	12-3A	Winter	Winter	Outdoor
231207_4A	SAb1 SA007	b1	Office	Indoor	yes	plastic	20.2	32.1	No		DNA	231207_4A	231207	2312	SA	231207_4A-SAb1 SA007	4A	2312-4A	12-4A	Winter	Winter	Underground
231207_5A	SBb1 SB022 (in front of toilet door)	b1	Corridor	Indoor	no	plastic	20	32.1	No		DNA	231207_5A	231207	2312	SB	231207_5A-SBb1 SB022 (in front of toilet door)	5A	2312-5A	12-5A	Winter	Winter	Underground
231207_6A	SBb1 SB026	b1	Toilet (Male)	Indoor	yes	plastic	19.7	32.4	No		DNA	231207_6A	231207	2312	SB	231207_6A-SBb1 SB026	6A	2312-6A	12-6A	Winter	Winter	Underground
231207_7A	SBb1 SB022	b1	Toilet (Female)	Indoor	yes	plastic	19.7	32.7	No		DNA	231207_7A	231207	2312	SB	231207_7A-SBb1 SB022	7A	2312-7A	12-7A	Winter	Winter	Underground
231207_8A	SBb1 SB034 right side	b1	Corridor	Indoor	no	metal	19.5	33	No		DNA	231207_8A	231207	2312	SB	231207_8A-SBb1 SB034 right side	8A	2312-8A	12-8A	Winter	Winter	Underground
231207_9A	SBb1 SB038 left side	b1	Corridor	Indoor	no	plastic	18.9	33.8	No		DNA	231207_9A	231207	2312	SB	231207_9A-SBb1 SB038 left side	9A	2312-9A	12-9A	Winter	Winter	Underground
231222_10B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	9.6	23.6	Yes		DNA	231222_10B	231222	2312	SC	231222_10B-SCb1 Parking lot	10B	2312-10B	12-10B	Winter	Winter	Underground
231222_11B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	9.6	22.5	Yes		DNA	231222_11B	231222	2312	SC	231222_11B-SCb1 Parking lot	11B	2312-11B	12-11B	Winter	Winter	Underground
231222_12B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	6.4	20.6	Yes		DNA	231222_12B	231222	2312	SC	231222_12B-SCb1 Parking lot	12B	2312-12B	12-12B	Winter	Winter	Underground
231222_13B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	6.5	21.1	Yes		DNA	231222_13B	231222	2312	SD	231222_13B-SCb1 Parking lot	13B	2312-13B	12-13B	Winter	Winter	Underground
231222_14B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	6.7	21	Yes		DNA	231222_14B	231222	2312	SD	231222_14B-SCb1 Parking lot	14B	2312-14B	12-14B	Winter	Winter	Underground
231222_15B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	6.7	21.1	Yes		DNA	231222_15B	231222	2312	SD	231222_15B-SCb1 Parking lot	15B	2312-15B	12-15B	Winter	Winter	Underground
231222_16B	SD Elevator	Elevator	Elevator	Indoor	no	metal	7.8	21	No		DNA	231222_16B	231222	2312	SD	231222_16B-SD Elevator	16B	2312-16B	12-16B	Winter	Winter	Elevator
231222_17B	SD254	2	Classroom	Indoor	yes	metal	11.7	22.1	No		DNA	231222_17B	231222	2312	SD	231222_17B-SD254	17B	2312-17B	12-17B	Winter	Winter	Aboveground
231222_18B	SD234	2	Corridor	Indoor	no	plastic	12.7	21.8	No	Very black	DNA	231222_18B	231222	2312	SD	231222_18B-SD234	18B	2312-18B	12-18B	Winter	Winter	Aboveground
231222_1B	SAb1 SA084 left side	b1	Corridor	Indoor	no	metal	5.4	12.9	Yes		DNA	231222_1B	231222	2312	SA	231222_1B-SAb1 SA084 left side	1B	2312-1B	12-1B	Winter	Winter	Underground
231222_20B	SB123	2	Classroom	Indoor	no	metal	12.7	21.3	No		DNA	231222_20B	231222	2312	SB	231222_20B-SB123	20B	2312-20B	12-20B	Winter	Winter	Aboveground
231222_21B	SA521	5	Common room	Indoor	no	metal	17.8	20	No		DNA	231222_21B	231222	2312	SA	231222_21B-SA521	21B	2312-21B	12-21B	Winter	Winter	Aboveground
231222_22B	SA434	4	Laboratory	Indoor	yes	metal	17.6	20.2	No		DNA	231222_22B	231222	2312	SA	231222_22B-SA434	22B	2312-22B	12-22B	Winter	Winter	Aboveground
231222_2B	SAb1 SA074	b1	Toilet (Male)	Indoor	no	metal	8.4	12.9	Yes		DNA	231222_2B	231222	2312	SA	231222_2B-SAb1 SA074	2B	2312-2B	12-2B	Winter	Winter	Underground
231222_3B	SAb1 SA080	b1	Toilet (Female)	Indoor	no	metal	8.3	12.7	Yes		DNA	231222_3B	231222	2312	SA	231222_3B-SAb1 SA080	3B	2312-3B	12-3B	Winter	Winter	Underground
231222_4B	SAb1 Canteen	b1	Canteen	Indoor	no	metal	13.3	27.4	Yes		DNA	231222_4B	231222	2312	SA	231222_4B-SAb1 Canteen	4B	2312-4B	12-4B	Winter	Winter	Underground
231222_5B	SAb1 SA089 (front)	b1	Corridor	Indoor	no	metal	8.1	12.6	Yes		DNA	231222_5B	231222	2312	SA	231222_5B-SAb1 SA089 (front)	5B	2312-5B	12-5B	Winter	Winter	Underground
231222_6B	SAb1	b1	Corridor	Indoor	no	metal	8.3	12.4	Yes		DNA	231222_6B	231222	2312	SA	231222_6B-SAb1	6B	2312-6B	12-6B	Winter	Winter	Underground
231222_7B	SBb1 (in front of elevator)	b1	Corridor	Indoor	no	metal	8.7	11.9	Yes		DNA	231222_7B	231222	2312	SB	231222_7B-SBb1 (in front of elevator)	7B	2312-7B	12-7B	Winter	Winter	Underground
231222_8B	SBb1	b1	Outdoor	Outdoor	no	metal	-2	12.1	Yes		DNA	231222_8B	231222	2312	SB	231222_8B-SBb1	8B	2312-8B	12-8B	Winter	Winter	Outdoor
231222_9B	SB Elevator	Elevator	Elevator	Indoor	no	metal	7.5	23.1	No		DNA	231222_9B	231222	2312	SB	231222_9B-SB Elevator	9B	2312-9B	12-9B	Winter	Winter	Elevator
240229_10B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	10.2	54.6	Yes		DNA	240229_10B	240229	2402	SC	240229_10B-SCb1 Parking lot	10B	2402-10B	02-10B	Winter	Winter	Underground
240229_11B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	11.3	54.8	Yes		DNA	240229_11B	240229	2402	SC	240229_11B-SCb1 Parking lot	11B	2402-11B	02-11B	Winter	Winter	Underground
240229_12B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	9.8	55.9	Yes		DNA	240229_12B	240229	2402	SC	240229_12B-SCb1 Parking lot	12B	2402-12B	02-12B	Winter	Winter	Underground
240229_13B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	9.2	57.1	Yes		DNA	240229_13B	240229	2402	SD	240229_13B-SCb1 Parking lot	13B	2402-13B	02-13B	Winter	Winter	Underground
240229_14B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	9	58	Yes		DNA	240229_14B	240229	2402	SD	240229_14B-SCb1 Parking lot	14B	2402-14B	02-14B	Winter	Winter	Underground
240229_15B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	9.1	58.7	Yes		DNA	240229_15B	240229	2402	SD	240229_15B-SCb1 Parking lot	15B	2402-15B	02-15B	Winter	Winter	Underground
240229_16B	SD Elevator	Elevator	Elevator	Indoor	no	metal	9.7	59.6	No		DNA	240229_16B	240229	2402	SD	240229_16B-SD Elevator	16B	2402-16B	02-16B	Winter	Winter	Elevator
240229_17B	SD254	2	Classroom	Indoor	no	metal	13	60.1	No		DNA	240229_17B	240229	2402	SD	240229_17B-SD254	17B	2402-17B	02-17B	Winter	Winter	Aboveground
240229_18B	SD234	2	Corridor	Indoor	no	plastic	13.5	59.2	No	Very black	DNA	240229_18B	240229	2402	SD	240229_18B-SD234	18B	2402-18B	02-18B	Winter	Winter	Aboveground
240229_19B	SC221	2	Common room	Indoor	yes	metal	14.4	59.3	No		DNA	240229_19B	240229	2402	SC	240229_19B-SC221	19B	2402-19B	02-19B	Winter	Winter	Aboveground
240229_1B	SAb1 SA084 left side	b1	Corridor	Indoor	no	metal	12.5	36.6	Yes		DNA	240229_1B	240229	2402	SA	240229_1B-SAb1 SA084 left side	1B	2402-1B	02-1B	Winter	Winter	Underground
240229_20B	SB123	2	Classroom	Indoor	no	metal	23.3	38.8	No		DNA	240229_20B	240229	2402	SB	240229_20B-SB123	20B	2402-20B	02-20B	Winter	Winter	Aboveground
240229_22B	SA434	4	Laboratory	Indoor	yes	metal	21.8	40.1	No		DNA	240229_22B	240229	2402	SA	240229_22B-SA434	22B	2402-22B	02-22B	Winter	Winter	Aboveground
240229_2B	SAb1 SA074	b1	Toilet (Male)	Indoor	yes	metal	13.3	38.6	Yes		DNA	240229_2B	240229	2402	SA	240229_2B-SAb1 SA074	2B	2402-2B	02-2B	Winter	Winter	Underground
240229_3B	SAb1 SA080	b1	Toilet (Female)	Indoor	yes	metal	13.3	38.8	Yes		DNA	240229_3B	240229	2402	SA	240229_3B-SAb1 SA080	3B	2402-3B	02-3B	Winter	Winter	Underground
240229_4B	SAb1 Canteen	b1	Canteen	Indoor	no	metal	13.9	46.1	Yes		DNA	240229_4B	240229	2402	SA	240229_4B-SAb1 Canteen	4B	2402-4B	02-4B	Winter	Winter	Underground
240229_5B	SAb1 SA089 (front)	b1	Corridor	Indoor	no	metal	11.7	45.7	Yes		DNA	240229_5B	240229	2402	SA	240229_5B-SAb1 SA089 (front)	5B	2402-5B	02-5B	Winter	Winter	Underground
240229_6B	SAb1	b1	Corridor	Indoor	no	metal	11.2	46.6	Yes		DNA	240229_6B	240229	2402	SA	240229_6B-SAb1	6B	2402-6B	02-6B	Winter	Winter	Underground
240229_7B	SBb1 (in front of elevator)	b1	Corridor	Indoor	no	metal	10.8	47.9	Yes		DNA	240229_7B	240229	2402	SB	240229_7B-SBb1 (in front of elevator)	7B	2402-7B	02-7B	Winter	Winter	Underground
240229_8B	SBb1	b1	Outdoor	Outdoor	no	metal	7.9	52.5	Yes		DNA	240229_8B	240229	2402	SB	240229_8B-SBb1	8B	2402-8B	02-8B	Winter	Winter	Outdoor
240229_9B	SB Elevator	Elevator	Elevator	Indoor	no	metal	9.1	54.1	No		DNA	240229_9B	240229	2402	SB	240229_9B-SB Elevator	9B	2402-9B	02-9B	Winter	Winter	Elevator
240314_11A	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	14	39.8	No		DNA	240314_11A	240314	2403	SC	240314_11A-SCb1 Parking lot	11A	2403-11A	03-11A	Spring	Spring	Underground
240314_12A	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	14.2	40	No		DNA	240314_12A	240314	2403	SC	240314_12A-SCb1 Parking lot	12A	2403-12A	03-12A	Spring	Spring	Underground
240314_13A	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	14.2	41.7	No		DNA	240314_13A	240314	2403	SC	240314_13A-SCb1 Parking lot	13A	2403-13A	03-13A	Spring	Spring	Underground
240314_14A	SC Elevator	Elevator	Elevator	Indoor	no	metal	14	41.5	No		DNA	240314_14A	240314	2403	SC	240314_14A-SC Elevator	14A	2403-14A	03-14A	Spring	Spring	Elevator
240314_15A	SDb1 Parking lot	b1	Parking lot	Indoor	no	metal	13.9	42.5	No		DNA	240314_15A	240314	2403	SD	240314_15A-SDb1 Parking lot	15A	2403-15A	03-15A	Spring	Spring	Underground
240314_16A	SDb1 Parking lot	b1	Parking lot	Indoor	no	metal	13.9	43.5	No		DNA	240314_16A	240314	2403	SD	240314_16A-SDb1 Parking lot	16A	2403-16A	03-16A	Spring	Spring	Underground
240314_17A	SDb1 Parking lot	b1	Parking lot	Indoor	no	metal	13.9	43.8	No		DNA	240314_17A	240314	2403	SD	240314_17A-SDb1 Parking lot	17A	2403-17A	03-17A	Spring	Spring	Underground
240314_18A	SDb1	b1	Corridor	Indoor	no	metal	13.3	44.6	No		DNA	240314_18A	240314	2403	SD	240314_18A-SDb1	18A	2403-18A	03-18A	Spring	Spring	Underground
240314_19A	SB273	2	Common room	Indoor	no	metal	18.7	42.9	No	Opened window	DNA	240314_19A	240314	2403	SB	240314_19A-SB273	19A	2403-19A	03-19A	Spring	Spring	Aboveground
240314_1A	SAb1 (By the elevator)	b1	Corridor	Indoor	no	plastic	18.3	34.9	No		DNA	240314_1A	240314	2403	SA	240314_1A-SAb1 (By the elevator)	1A	2403-1A	03-1A	Spring	Spring	Underground
240314_20A	SC169	2	Classroom	Indoor	no	metal	19.4	38.9	No		DNA	240314_20A	240314	2403	SC	240314_20A-SC169	20A	2403-20A	03-20A	Spring	Spring	Aboveground
240314_21A	SA Elevator	Elevator	Elevator	Indoor	no	metal	18.6	42.7	No		DNA	240314_21A	240314	2403	SA	240314_21A-SA Elevator	21A	2403-21A	03-21A	Spring	Spring	Elevator
240314_3A	SAb1	b1	Outdoor	Outdoor	no	plastic	15.4	35.5	No		DNA	240314_3A	240314	2403	SA	240314_3A-SAb1	3A	2403-3A	03-3A	Spring	Spring	Outdoor
240314_4A	SAb1 SA007	b1	Office	Indoor	yes	plastic	16.2	36.7	No		DNA	240314_4A	240314	2403	SA	240314_4A-SAb1 SA007	4A	2403-4A	03-4A	Spring	Spring	Underground
240314_5A	SBb1 SB022 (in front of toilet door)	b1	Corridor	Indoor	no	plastic	17.7	36.2	No		DNA	240314_5A	240314	2403	SB	240314_5A-SBb1 SB022 (in front of toilet door)	5A	2403-5A	03-5A	Spring	Spring	Underground
240314_6A	SBb1 SB026	b1	Toilet (Male)	Indoor	yes	plastic	17.2	36.4	No		DNA	240314_6A	240314	2403	SB	240314_6A-SBb1 SB026	6A	2403-6A	03-6A	Spring	Spring	Underground
240314_7A	SBb1 SB022	b1	Toilet (Female)	Indoor	yes	plastic	16.6	36.7	No		DNA	240314_7A	240314	2403	SB	240314_7A-SBb1 SB022	7A	2403-7A	03-7A	Spring	Spring	Underground
240314_8A	SBb1 SB034 right side	b1	Corridor	Indoor	no	metal	15.9	37.3	No		DNA	240314_8A	240314	2403	SB	240314_8A-SBb1 SB034 right side	8A	2403-8A	03-8A	Spring	Spring	Underground
240314_9A	SBb1 SB038 left side	b1	Corridor	Indoor	yes	plastic	13.9	38.3	No		DNA	240314_9A	240314	2403	SB	240314_9A-SBb1 SB038 left side	9A	2403-9A	03-9A	Spring	Spring	Underground
240328_10B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	16.4	61.2	No		DNA	240328_10B	240328	2403	SC	240328_10B-SCb1 Parking lot	10B	2403-10B	03-10B	Spring	Spring	Underground
240328_11B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	16.4	62.1	No		DNA	240328_11B	240328	2403	SC	240328_11B-SCb1 Parking lot	11B	2403-11B	03-11B	Spring	Spring	Underground
240328_12B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	16.2	62.7	No		DNA	240328_12B	240328	2403	SC	240328_12B-SCb1 Parking lot	12B	2403-12B	03-12B	Spring	Spring	Underground
240328_13B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	15.9	63.5	No		DNA	240328_13B	240328	2403	SD	240328_13B-SCb1 Parking lot	13B	2403-13B	03-13B	Spring	Spring	Underground
240328_14B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	15.9	64.5	No		DNA	240328_14B	240328	2403	SD	240328_14B-SCb1 Parking lot	14B	2403-14B	03-14B	Spring	Spring	Underground
240328_15B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	16.3	65.1	No		DNA	240328_15B	240328	2403	SD	240328_15B-SCb1 Parking lot	15B	2403-15B	03-15B	Spring	Spring	Underground
240328_16B	SD Elevator	Elevator	Elevator	Indoor	no	metal	16.6	65.6	No		DNA	240328_16B	240328	2403	SD	240328_16B-SD Elevator	16B	2403-16B	03-16B	Spring	Spring	Elevator
240328_17B	SD254	2	Classroom	Indoor	no	metal	17.3	65.7	No		DNA	240328_17B	240328	2403	SD	240328_17B-SD254	17B	2403-17B	03-17B	Spring	Spring	Aboveground
240328_18B	SD234	2	Corridor	Indoor	no	plastic	17.6	65.3	No	Very black	DNA	240328_18B	240328	2403	SD	240328_18B-SD234	18B	2403-18B	03-18B	Spring	Spring	Aboveground
240328_19B	SC221	2	Common room	Indoor	no	metal	17.8	65.1	No		DNA	240328_19B	240328	2403	SC	240328_19B-SC221	19B	2403-19B	03-19B	Spring	Spring	Aboveground
240328_1B	SAb1 SA084 left side	b1	Corridor	Indoor	no	metal	18	52.2	No		DNA	240328_1B	240328	2403	SA	240328_1B-SAb1 SA084 left side	1B	2403-1B	03-1B	Spring	Spring	Underground
240328_20B	SB123	2	Classroom	Indoor	no	metal	20.9	59.4	No		DNA	240328_20B	240328	2403	SB	240328_20B-SB123	20B	2403-20B	03-20B	Spring	Spring	Aboveground
240328_21B	SA521	5	Common room	Indoor	no	metal	19.3	63.3	No		DNA	240328_21B	240328	2403	SA	240328_21B-SA521	21B	2403-21B	03-21B	Spring	Spring	Aboveground
240328_22B	SA434	4	Laboratory	Indoor	no	metal	20.5	61.5	No		DNA	240328_22B	240328	2403	SA	240328_22B-SA434	22B	2403-22B	03-22B	Spring	Spring	Aboveground
240328_2B	SAb1 SA074	b1	Toilet (Male)	Indoor	no	metal	17.3	53.5	No		DNA	240328_2B	240328	2403	SA	240328_2B-SAb1 SA074	2B	2403-2B	03-2B	Spring	Spring	Underground
240328_3B	SAb1 SA080	b1	Toilet (Female)	Indoor	no	metal	17.3	55.3	No		DNA	240328_3B	240328	2403	SA	240328_3B-SAb1 SA080	3B	2403-3B	03-3B	Spring	Spring	Underground
240328_4B	SAb1 Canteen	b1	Canteen	Indoor	no	metal	17.7	56.5	No		DNA	240328_4B	240328	2403	SA	240328_4B-SAb1 Canteen	4B	2403-4B	03-4B	Spring	Spring	Underground
240328_5B	SAb1 SA089 (front)	b1	Corridor	Indoor	no	metal	17.2	56.9	No		DNA	240328_5B	240328	2403	SA	240328_5B-SAb1 SA089 (front)	5B	2403-5B	03-5B	Spring	Spring	Underground
240328_6B	SAb1	b1	Corridor	Indoor	no	metal	16.9	57.9	No		DNA	240328_6B	240328	2403	SA	240328_6B-SAb1	6B	2403-6B	03-6B	Spring	Spring	Underground
240328_7B	SBb1 (in front of elevator)	b1	Corridor	Indoor	no	metal	16.6	59.2	No		DNA	240328_7B	240328	2403	SB	240328_7B-SBb1 (in front of elevator)	7B	2403-7B	03-7B	Spring	Spring	Underground
240328_8B	SBb1	b1	Outdoor	Outdoor	no	metal	16.6	59.5	No		DNA	240328_8B	240328	2403	SB	240328_8B-SBb1	8B	2403-8B	03-8B	Spring	Spring	Outdoor
240328_9B	SB Elevator	Elevator	Elevator	Indoor	no	metal	16.9	60.1	No		DNA	240328_9B	240328	2403	SB	240328_9B-SB Elevator	9B	2403-9B	03-9B	Spring	Spring	Elevator
240411_10A	SBb1 SB024 left side	b1	Corridor	Indoor	no	metal	20.1	57.4	No		DNA	240411_10A	240411	2404	SB	240411_10A-SBb1 SB024 left side	10A	2404-10A	04-10A	Spring	Spring	Underground
240411_11A	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	19.2	58.4	No		DNA	240411_11A	240411	2404	SC	240411_11A-SCb1 Parking lot	11A	2404-11A	04-11A	Spring	Spring	Underground
240411_12A	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	19.5	59	No		DNA	240411_12A	240411	2404	SC	240411_12A-SCb1 Parking lot	12A	2404-12A	04-12A	Spring	Spring	Underground
240411_13A	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	19.2	59.7	No		DNA	240411_13A	240411	2404	SC	240411_13A-SCb1 Parking lot	13A	2404-13A	04-13A	Spring	Spring	Underground
240411_14A	SC Elevator	Elevator	Elevator	Indoor	no	metal	19.4	60	No		DNA	240411_14A	240411	2404	SC	240411_14A-SC Elevator	14A	2404-14A	04-14A	Spring	Spring	Elevator
240411_15A	SDb1 Parking lot	b1	Parking lot	Indoor	no	metal	19.2	60.9	No		DNA	240411_15A	240411	2404	SD	240411_15A-SDb1 Parking lot	15A	2404-15A	04-15A	Spring	Spring	Underground
240411_16A	SDb1 Parking lot	b1	Parking lot	Indoor	no	metal	19.1	61.1	No		DNA	240411_16A	240411	2404	SD	240411_16A-SDb1 Parking lot	16A	2404-16A	04-16A	Spring	Spring	Underground
240411_17A	SDb1 Parking lot	b1	Parking lot	Indoor	no	metal	19	61.5	No		DNA	240411_17A	240411	2404	SD	240411_17A-SDb1 Parking lot	17A	2404-17A	04-17A	Spring	Spring	Underground
240411_18A	SDb1	b1	Corridor	Indoor	no	metal	18.7	61.6	No		DNA	240411_18A	240411	2404	SD	240411_18A-SDb1	18A	2404-18A	04-18A	Spring	Spring	Underground
240411_19A	SB273	2	Common room	Indoor	no	metal	21.4	61.6	No	Opened window	DNA	240411_19A	240411	2404	SB	240411_19A-SB273	19A	2404-19A	04-19A	Spring	Spring	Aboveground
240411_1A	SAb1 (By the elevator)	b1	Corridor	Indoor	no	plastic	21.2	54.39	No		DNA	240411_1A	240411	2404	SA	240411_1A-SAb1 (By the elevator)	1A	2404-1A	04-1A	Spring	Spring	Underground
240411_20A	SC169	2	Classroom	Indoor	no	metal	21.2	61.2	No		DNA	240411_20A	240411	2404	SC	240411_20A-SC169	20A	2404-20A	04-20A	Spring	Spring	Aboveground
240411_21A	SA Elevator	Elevator	Elevator	Indoor	no	metal	22.1	60.6	No		DNA	240411_21A	240411	2404	SA	240411_21A-SA Elevator	21A	2404-21A	04-21A	Spring	Spring	Elevator
240411_22A	SA421	4	Office	Indoor	no	metal	21.3	62	No		DNA	240411_22A	240411	2404	SA	240411_22A-SA421	22A	2404-22A	04-22A	Spring	Spring	Aboveground
240411_3A	SAb1	b1	Outdoor	Outdoor	no	plastic	21.1	55.2	No		DNA	240411_3A	240411	2404	SA	240411_3A-SAb1	3A	2404-3A	04-3A	Spring	Spring	Outdoor
240411_4A	SAb1 SA007	b1	Office	Indoor	no	plastic	21.2	55.8	No		DNA	240411_4A	240411	2404	SA	240411_4A-SAb1 SA007	4A	2404-4A	04-4A	Spring	Spring	Underground
240411_5A	SBb1 SB022 (in front of toilet door)	b1	Corridor	Indoor	no	plastic	21	56.1	No		DNA	240411_5A	240411	2404	SB	240411_5A-SBb1 SB022 (in front of toilet door)	5A	2404-5A	04-5A	Spring	Spring	Underground
240411_7A	SBb1 SB022	b1	Toilet (Female)	Indoor	yes	plastic	21.1	56.5	No		DNA	240411_7A	240411	2404	SB	240411_7A-SBb1 SB022	7A	2404-7A	04-7A	Spring	Spring	Underground
240411_8A	SBb1 SB034 right side	b1	Corridor	Indoor	no	metal	20.9	56.8	No		DNA	240411_8A	240411	2404	SB	240411_8A-SBb1 SB034 right side	8A	2404-8A	04-8A	Spring	Spring	Underground
240411_9A	SBb1 SB038 left side	b1	Corridor	Indoor	no	plastic	20.6	57	No		DNA	240411_9A	240411	2404	SB	240411_9A-SBb1 SB038 left side	9A	2404-9A	04-9A	Spring	Spring	Underground
240424_10B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	21.2	40.5	No		DNA	240424_10B	240424	2404	SC	240424_10B-SCb1 Parking lot	10B	2404-10B	04-10B	Spring	Spring	Underground
240424_11B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	21.1	40.5	No		DNA	240424_11B	240424	2404	SC	240424_11B-SCb1 Parking lot	11B	2404-11B	04-11B	Spring	Spring	Underground
240424_12B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	20.8	40.7	No		DNA	240424_12B	240424	2404	SC	240424_12B-SCb1 Parking lot	12B	2404-12B	04-12B	Spring	Spring	Underground
240424_13B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	20.8	41	No		DNA	240424_13B	240424	2404	SD	240424_13B-SCb1 Parking lot	13B	2404-13B	04-13B	Spring	Spring	Underground
240424_14B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	20.4	41.7	No		DNA	240424_14B	240424	2404	SD	240424_14B-SCb1 Parking lot	14B	2404-14B	04-14B	Spring	Spring	Underground
240424_15B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	20.4	42.1	No		DNA	240424_15B	240424	2404	SD	240424_15B-SCb1 Parking lot	15B	2404-15B	04-15B	Spring	Spring	Underground
