Sample	Location	Floor	Type	Indoor.Outdoor	Air.out	Material	Temperature	Humidness	RNA	Notes	DNARNA	SampleName	Date	Month	Building	SampleName2	SampleSite	SampleSite2	SampleSite3	Season	SeasonBymonth	Group
240424_16B	SD Elevator	Elevator	Elevator	Indoor	no	metal	20.8	43.8	No		DNA	240424_16B	240424	2404	SD	240424_16B-SD Elevator	16B	2404-16B	04-16B	Spring	Spring	Elevator
240424_17B	SD254	2	Classroom	Indoor	no	metal	21	42.7	No		DNA	240424_17B	240424	2404	SD	240424_17B-SD254	17B	2404-17B	04-17B	Spring	Spring	Aboveground
240424_18B	SD234	2	Corridor	Indoor	no	plastic	22.6	42.3	No	Very black	DNA	240424_18B	240424	2404	SD	240424_18B-SD234	18B	2404-18B	04-18B	Spring	Spring	Aboveground
240424_19B	SC221	2	Common room	Indoor	no	metal	20.3	40	No		DNA	240424_19B	240424	2404	SC	240424_19B-SC221	19B	2404-19B	04-19B	Spring	Spring	Aboveground
240424_1B	SAb1 SA084 left side	b1	Corridor	Indoor	no	metal	21.8	33.5	No		DNA	240424_1B	240424	2404	SA	240424_1B-SAb1 SA084 left side	1B	2404-1B	04-1B	Spring	Spring	Underground
240424_20B	SB123	2	Classroom	Indoor	no	metal	25.5	35.1	No		DNA	240424_20B	240424	2404	SB	240424_20B-SB123	20B	2404-20B	04-20B	Spring	Spring	Aboveground
240424_21B	SA521	5	Common room	Indoor	no	metal	24.7	37.4	No		DNA	240424_21B	240424	2404	SA	240424_21B-SA521	21B	2404-21B	04-21B	Spring	Spring	Aboveground
240424_22B	SA434	4	Laboratory	Indoor	no	metal	26	27.7	No		DNA	240424_22B	240424	2404	SA	240424_22B-SA434	22B	2404-22B	04-22B	Spring	Spring	Aboveground
240424_2B	SAb1 SA074	b1	Toilet (Male)	Indoor	no	metal	21.7	34.4	No		DNA	240424_2B	240424	2404	SA	240424_2B-SAb1 SA074	2B	2404-2B	04-2B	Spring	Spring	Underground
240424_3B	SAb1 SA080	b1	Toilet (Female)	Indoor	no	metal	21.4	35	No		DNA	240424_3B	240424	2404	SA	240424_3B-SAb1 SA080	3B	2404-3B	04-3B	Spring	Spring	Underground
240424_4B	SAb1 Canteen	b1	Canteen	Indoor	no	metal	23.1	42.1	No		DNA	240424_4B	240424	2404	SA	240424_4B-SAb1 Canteen	4B	2404-4B	04-4B	Spring	Spring	Underground
240424_5B	SAb1 SA089 (front)	b1	Corridor	Indoor	no	metal	21.7	41	No		DNA	240424_5B	240424	2404	SA	240424_5B-SAb1 SA089 (front)	5B	2404-5B	04-5B	Spring	Spring	Underground
240424_6B	SAb1	b1	Corridor	Indoor	no	metal	21.6	40.8	No		DNA	240424_6B	240424	2404	SA	240424_6B-SAb1	6B	2404-6B	04-6B	Spring	Spring	Underground
240424_7B	SBb1 (in front of elevator)	b1	Corridor	Indoor	no	metal	21.4	40.6	No		DNA	240424_7B	240424	2404	SB	240424_7B-SBb1 (in front of elevator)	7B	2404-7B	04-7B	Spring	Spring	Underground
240424_8B	SBb1	b1	Outdoor	Outdoor	no	metal	21.8	40.7	No		DNA	240424_8B	240424	2404	SB	240424_8B-SBb1	8B	2404-8B	04-8B	Spring	Spring	Outdoor
240424_9B	SB Elevator	Elevator	Elevator	Indoor	no	metal	21.9	41.6	No		DNA	240424_9B	240424	2404	SB	240424_9B-SB Elevator	9B	2404-9B	04-9B	Spring	Spring	Elevator
240508_10A	SBb1 SB024 left side	b1	Corridor	Indoor	no	metal	23.7	39.5	No		DNA	240508_10A	240508	2405	SB	240508_10A-SBb1 SB024 left side	10A	2405-10A	05-10A	Spring	Spring	Underground
240508_11A	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	22.8	39.9	No		DNA	240508_11A	240508	2405	SC	240508_11A-SCb1 Parking lot	11A	2405-11A	05-11A	Spring	Spring	Underground
240508_12A	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	22.2	40.5	No		DNA	240508_12A	240508	2405	SC	240508_12A-SCb1 Parking lot	12A	2405-12A	05-12A	Spring	Spring	Underground
240508_13A	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	21.7	41.2	No		DNA	240508_13A	240508	2405	SC	240508_13A-SCb1 Parking lot	13A	2405-13A	05-13A	Spring	Spring	Underground
240508_14A	SC Elevator	Elevator	Elevator	Indoor	no	metal	23.4	42.1	No		DNA	240508_14A	240508	2405	SC	240508_14A-SC Elevator	14A	2405-14A	05-14A	Spring	Spring	Elevator
240508_15A	SDb1 Parking lot	b1	Parking lot	Indoor	no	metal	22.6	41.9	No		DNA	240508_15A	240508	2405	SD	240508_15A-SDb1 Parking lot	15A	2405-15A	05-15A	Spring	Spring	Underground
240508_16A	SDb1 Parking lot	b1	Parking lot	Indoor	no	metal	21.7	42.4	No		DNA	240508_16A	240508	2405	SD	240508_16A-SDb1 Parking lot	16A	2405-16A	05-16A	Spring	Spring	Underground
240508_17A	SDb1 Parking lot	b1	Parking lot	Indoor	no	metal	21.4	41.7	No		DNA	240508_17A	240508	2405	SD	240508_17A-SDb1 Parking lot	17A	2405-17A	05-17A	Spring	Spring	Underground
240508_18A	SDb1	b1	Corridor	Indoor	no	metal	21.1	43.6	No		DNA	240508_18A	240508	2405	SD	240508_18A-SDb1	18A	2405-18A	05-18A	Spring	Spring	Underground
240508_19A	SB273	2	Common room	Indoor	no	metal	23.8	45.1	No	Opened window	DNA	240508_19A	240508	2405	SB	240508_19A-SB273	19A	2405-19A	05-19A	Spring	Spring	Aboveground
240508_1A	SAb1 (By the elevator)	b1	Corridor	Indoor	no	plastic	23.6	39.1	No		DNA	240508_1A	240508	2405	SA	240508_1A-SAb1 (By the elevator)	1A	2405-1A	05-1A	Spring	Spring	Underground
240508_20A	SC169	2	Classroom	Indoor	no	metal	22.8	44.7	No		DNA	240508_20A	240508	2405	SC	240508_20A-SC169	20A	2405-20A	05-20A	Spring	Spring	Aboveground
240508_21A	SA Elevator	Elevator	Elevator	Indoor	no	metal	24.6	45.3	No		DNA	240508_21A	240508	2405	SA	240508_21A-SA Elevator	21A	2405-21A	05-21A	Spring	Spring	Elevator
240508_22A	SA421	4	Office	Indoor	no	metal	27.4	44.1	No		DNA	240508_22A	240508	2405	SA	240508_22A-SA421	22A	2405-22A	05-22A	Spring	Spring	Aboveground
240508_3A	SAb1	b1	Outdoor	Outdoor	no	plastic	24	39	No		DNA	240508_3A	240508	2405	SA	240508_3A-SAb1	3A	2405-3A	05-3A	Spring	Spring	Outdoor
240508_4A	SAb1 SA007	b1	Office	Indoor	no	plastic	23.8	38.6	No		DNA	240508_4A	240508	2405	SA	240508_4A-SAb1 SA007	4A	2405-4A	05-4A	Spring	Spring	Underground
240508_5A	SBb1 SB022 (in front of toilet door)	b1	Corridor	Indoor	no	plastic	24.7	39.3	No		DNA	240508_5A	240508	2405	SB	240508_5A-SBb1 SB022 (in front of toilet door)	5A	2405-5A	05-5A	Spring	Spring	Underground
240508_6A	SBb1 SB026	b1	Toilet (Male)	Indoor	yes	plastic	24.9	39.1	No		DNA	240508_6A	240508	2405	SB	240508_6A-SBb1 SB026	6A	2405-6A	05-6A	Spring	Spring	Underground
240508_7A	SBb1 SB022	b1	Toilet (Female)	Indoor	yes	plastic	24.3	39.3	No		DNA	240508_7A	240508	2405	SB	240508_7A-SBb1 SB022	7A	2405-7A	05-7A	Spring	Spring	Underground
240508_8A	SBb1 SB034 right side	b1	Corridor	Indoor	no	metal	24.8	39.1	No		DNA	240508_8A	240508	2405	SB	240508_8A-SBb1 SB034 right side	8A	2405-8A	05-8A	Spring	Spring	Underground
240508_9A	SBb1 SB038 left side	b1	Corridor	Indoor	no	plastic	24.7	39.1	No		DNA	240508_9A	240508	2405	SB	240508_9A-SBb1 SB038 left side	9A	2405-9A	05-9A	Spring	Spring	Underground
240523_10B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	24.1	62.9	No		DNA	240523_10B	240523	2405	SC	240523_10B-SCb1 Parking lot	10B	2405-10B	05-10B	Spring	Spring	Underground
240523_11B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	23.9	63.1	No		DNA	240523_11B	240523	2405	SC	240523_11B-SCb1 Parking lot	11B	2405-11B	05-11B	Spring	Spring	Underground
240523_12B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	23.6	63.6	No		DNA	240523_12B	240523	2405	SC	240523_12B-SCb1 Parking lot	12B	2405-12B	05-12B	Spring	Spring	Underground
240523_14B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	23.8	64.6	No		DNA	240523_14B	240523	2405	SD	240523_14B-SCb1 Parking lot	14B	2405-14B	05-14B	Spring	Spring	Underground
240523_15B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	23.8	65.1	No		DNA	240523_15B	240523	2405	SD	240523_15B-SCb1 Parking lot	15B	2405-15B	05-15B	Spring	Spring	Underground
240523_16B	SD Elevator	Elevator	Elevator	Indoor	no	metal	24.2	65.1	No		DNA	240523_16B	240523	2405	SD	240523_16B-SD Elevator	16B	2405-16B	05-16B	Spring	Spring	Elevator
240523_17B	SD254	2	Classroom	Indoor	yes	metal	24.9	64	No		DNA	240523_17B	240523	2405	SD	240523_17B-SD254	17B	2405-17B	05-17B	Spring	Spring	Aboveground
240523_18B	SD234	2	Corridor	Indoor	no	plastic	25.6	63.7	No	Very black	DNA	240523_18B	240523	2405	SD	240523_18B-SD234	18B	2405-18B	05-18B	Spring	Spring	Aboveground
240523_19B	SC221	2	Common room	Indoor	no	metal	25.7	65.9	No		DNA	240523_19B	240523	2405	SC	240523_19B-SC221	19B	2405-19B	05-19B	Spring	Spring	Aboveground
240523_1B	SAb1 SA084 left side	b1	Corridor	Indoor	no	metal	23.8	61.9	No		DNA	240523_1B	240523	2405	SA	240523_1B-SAb1 SA084 left side	1B	2405-1B	05-1B	Spring	Spring	Underground
240523_20B	SB123	2	Classroom	Indoor	no	metal	25.3	59.5	No		DNA	240523_20B	240523	2405	SB	240523_20B-SB123	20B	2405-20B	05-20B	Spring	Spring	Aboveground
240523_21B	SA521	5	Common room	Indoor	no	metal	25.9	61.1	No		DNA	240523_21B	240523	2405	SA	240523_21B-SA521	21B	2405-21B	05-21B	Spring	Spring	Aboveground
240523_22B	SA434	4	Laboratory	Indoor	yes	metal	24	59.6	No		DNA	240523_22B	240523	2405	SA	240523_22B-SA434	22B	2405-22B	05-22B	Spring	Spring	Aboveground
240523_2B	SAb1 SA074	b1	Toilet (Male)	Indoor	no	metal	24	63.5	No		DNA	240523_2B	240523	2405	SA	240523_2B-SAb1 SA074	2B	2405-2B	05-2B	Spring	Spring	Underground
240523_3B	SAb1 SA080	b1	Toilet (Female)	Indoor	no	metal	23.9	64.1	No		DNA	240523_3B	240523	2405	SA	240523_3B-SAb1 SA080	3B	2405-3B	05-3B	Spring	Spring	Underground
240523_4B	SAb1 Canteen	b1	Canteen	Indoor	no	metal	24	64.3	No		DNA	240523_4B	240523	2405	SA	240523_4B-SAb1 Canteen	4B	2405-4B	05-4B	Spring	Spring	Underground
240523_5B	SAb1 SA089 (front)	b1	Corridor	Indoor	no	metal	23.4	63.9	No		DNA	240523_5B	240523	2405	SA	240523_5B-SAb1 SA089 (front)	5B	2405-5B	05-5B	Spring	Spring	Underground
240523_6B	SAb1	b1	Corridor	Indoor	no	metal	24.1	63.1	No		DNA	240523_6B	240523	2405	SA	240523_6B-SAb1	6B	2405-6B	05-6B	Spring	Spring	Underground
240523_8B	SBb1	b1	Outdoor	Outdoor	no	metal	29.3	63.5	No		DNA	240523_8B	240523	2405	SB	240523_8B-SBb1	8B	2405-8B	05-8B	Spring	Spring	Outdoor
240523_9B	SB Elevator	Elevator	Elevator	Indoor	no	metal	25.2	62.5	No		DNA	240523_9B	240523	2405	SB	240523_9B-SB Elevator	9B	2405-9B	05-9B	Spring	Spring	Elevator
240608_10A	SBb1 SB024 left side	b1	Corridor	Indoor	no	metal	24	66.3	No		DNA	240608_10A	240608	2406	SB	240608_10A-SBb1 SB024 left side	10A	2406-10A	06-10A	Summer	Summer	Underground
240608_11A	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	23.9	66.2	No		DNA	240608_11A	240608	2406	SC	240608_11A-SCb1 Parking lot	11A	2406-11A	06-11A	Summer	Summer	Underground
240608_12A	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	23.8	66.1	No		DNA	240608_12A	240608	2406	SC	240608_12A-SCb1 Parking lot	12A	2406-12A	06-12A	Summer	Summer	Underground
240608_13A	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	23.5	66.4	No		DNA	240608_13A	240608	2406	SC	240608_13A-SCb1 Parking lot	13A	2406-13A	06-13A	Summer	Summer	Underground
240608_14A	SC Elevator	Elevator	Elevator	Indoor	no	metal	24.3	65.6	No		DNA	240608_14A	240608	2406	SC	240608_14A-SC Elevator	14A	2406-14A	06-14A	Summer	Summer	Elevator
240608_15A	SDb1 Parking lot	b1	Parking lot	Indoor	no	metal	23.7	65.8	No		DNA	240608_15A	240608	2406	SD	240608_15A-SDb1 Parking lot	15A	2406-15A	06-15A	Summer	Summer	Underground
240608_16A	SDb1 Parking lot	b1	Parking lot	Indoor	no	metal	23.7	66.1	No		DNA	240608_16A	240608	2406	SD	240608_16A-SDb1 Parking lot	16A	2406-16A	06-16A	Summer	Summer	Underground
240608_17A	SDb1 Parking lot	b1	Parking lot	Indoor	no	metal	23.2	66.4	No		DNA	240608_17A	240608	2406	SD	240608_17A-SDb1 Parking lot	17A	2406-17A	06-17A	Summer	Summer	Underground
240608_18A	SDb1	b1	Corridor	Indoor	no	metal	23.7	66.1	No		DNA	240608_18A	240608	2406	SD	240608_18A-SDb1	18A	2406-18A	06-18A	Summer	Summer	Underground
240608_19A	SB273	2	Common room	Indoor	no	metal	24.6	64.9	No	Opened window	DNA	240608_19A	240608	2406	SB	240608_19A-SB273	19A	2406-19A	06-19A	Summer	Summer	Aboveground
240608_1A	SAb1 (By the elevator)	b1	Corridor	Indoor	no	plastic	23.4	68.8	No		DNA	240608_1A	240608	2406	SA	240608_1A-SAb1 (By the elevator)	1A	2406-1A	06-1A	Summer	Summer	Underground
240608_20A	SC169	2	Classroom	Indoor	no	metal	24.5	63.8	No		DNA	240608_20A	240608	2406	SC	240608_20A-SC169	20A	2406-20A	06-20A	Summer	Summer	Aboveground
240608_21A	SA Elevator	Elevator	Elevator	Indoor	no	metal	25.3	64	No		DNA	240608_21A	240608	2406	SA	240608_21A-SA Elevator	21A	2406-21A	06-21A	Summer	Summer	Elevator
240608_22A	SA421	4	Office	Indoor	no	metal	25.1	60.7	No		DNA	240608_22A	240608	2406	SA	240608_22A-SA421	22A	2406-22A	06-22A	Summer	Summer	Aboveground
240608_3A	SAb1	b1	Outdoor	Outdoor	no	plastic	23.8	68.5	No		DNA	240608_3A	240608	2406	SA	240608_3A-SAb1	3A	2406-3A	06-3A	Summer	Summer	Outdoor
240608_4A	SAb1 SA007	b1	Office	Indoor	no	plastic	23.5	66.3	No		DNA	240608_4A	240608	2406	SA	240608_4A-SAb1 SA007	4A	2406-4A	06-4A	Summer	Summer	Underground
240608_5A	SBb1 SB022 (in front of toilet door)	b1	Corridor	Indoor	no	plastic	23.5	67.2	No		DNA	240608_5A	240608	2406	SB	240608_5A-SBb1 SB022 (in front of toilet door)	5A	2406-5A	06-5A	Summer	Summer	Underground
240608_6A	SBb1 SB026	b1	Toilet (Male)	Indoor	yes	plastic	23.7	67.3	No		DNA	240608_6A	240608	2406	SB	240608_6A-SBb1 SB026	6A	2406-6A	06-6A	Summer	Summer	Underground
240608_7A	SBb1 SB022	b1	Toilet (Female)	Indoor	yes	plastic	23.9	66.9	No		DNA	240608_7A	240608	2406	SB	240608_7A-SBb1 SB022	7A	2406-7A	06-7A	Summer	Summer	Underground
240608_8A	SBb1 SB034 right side	b1	Corridor	Indoor	no	metal	23.9	66.8	No		DNA	240608_8A	240608	2406	SB	240608_8A-SBb1 SB034 right side	8A	2406-8A	06-8A	Summer	Summer	Underground
240608_9A	SBb1 SB038 left side	b1	Corridor	Indoor	yes	plastic	24	66.5	No		DNA	240608_9A	240608	2406	SB	240608_9A-SBb1 SB038 left side	9A	2406-9A	06-9A	Summer	Summer	Underground
240621_10B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	25.3	75.1	Yes		DNA	240621_10B	240621	2406	SC	240621_10B-SCb1 Parking lot	10B	2406-10B	06-10B	Summer	Summer	Underground
240621_11B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	25.1	76.8	Yes		DNA	240621_11B	240621	2406	SC	240621_11B-SCb1 Parking lot	11B	2406-11B	06-11B	Summer	Summer	Underground
240621_12B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	25.2	78.7	Yes		DNA	240621_12B	240621	2406	SC	240621_12B-SCb1 Parking lot	12B	2406-12B	06-12B	Summer	Summer	Underground
240621_13B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	25	80.7	Yes		DNA	240621_13B	240621	2406	SD	240621_13B-SCb1 Parking lot	13B	2406-13B	06-13B	Summer	Summer	Underground
240621_14B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	24.9	82.1	Yes		DNA	240621_14B	240621	2406	SD	240621_14B-SCb1 Parking lot	14B	2406-14B	06-14B	Summer	Summer	Underground
240621_15B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	24.8	83.5	Yes		DNA	240621_15B	240621	2406	SD	240621_15B-SCb1 Parking lot	15B	2406-15B	06-15B	Summer	Summer	Underground
240621_16B	SD Elevator	Elevator	Elevator	Indoor	no	metal	25	83.1	No		DNA	240621_16B	240621	2406	SD	240621_16B-SD Elevator	16B	2406-16B	06-16B	Summer	Summer	Elevator
240621_17B	SD254	2	Classroom	Indoor	yes	metal	25	79.8	No		DNA	240621_17B	240621	2406	SD	240621_17B-SD254	17B	2406-17B	06-17B	Summer	Summer	Aboveground
240621_18B	SD234	2	Corridor	Indoor	yes	plastic	25.3	78.5	No	Very black	DNA	240621_18B	240621	2406	SD	240621_18B-SD234	18B	2406-18B	06-18B	Summer	Summer	Aboveground
240621_19B	SC221	2	Common room	Indoor	no	metal	25.5	76	No		DNA	240621_19B	240621	2406	SC	240621_19B-SC221	19B	2406-19B	06-19B	Summer	Summer	Aboveground
240621_1B	SAb1 SA084 left side	b1	Corridor	Indoor	no	metal	25	71.4	Yes		DNA	240621_1B	240621	2406	SA	240621_1B-SAb1 SA084 left side	1B	2406-1B	06-1B	Summer	Summer	Underground
240621_20B	SB123	2	Classroom	Indoor	no	metal	23.8	67.3	No		DNA	240621_20B	240621	2406	SB	240621_20B-SB123	20B	2406-20B	06-20B	Summer	Summer	Aboveground
240621_21B	SA521	5	Common room	Indoor	no	metal	25.5	72.1	No		DNA	240621_21B	240621	2406	SA	240621_21B-SA521	21B	2406-21B	06-21B	Summer	Summer	Aboveground
240621_22B	SA434	4	Laboratory	Indoor	yes	metal	25.2	70.6	No		DNA	240621_22B	240621	2406	SA	240621_22B-SA434	22B	2406-22B	06-22B	Summer	Summer	Aboveground
240621_2B	SAb1 SA074	b1	Toilet (Male)	Indoor	no	metal	25.2	72.4	Yes		DNA	240621_2B	240621	2406	SA	240621_2B-SAb1 SA074	2B	2406-2B	06-2B	Summer	Summer	Underground
240621_3B	SAb1 SA080	b1	Toilet (Female)	Indoor	no	metal	25.3	73.7	Yes		DNA	240621_3B	240621	2406	SA	240621_3B-SAb1 SA080	3B	2406-3B	06-3B	Summer	Summer	Underground
240621_4B	SAb1 Canteen	b1	Canteen	Indoor	no	metal	25	73.7	Yes		DNA	240621_4B	240621	2406	SA	240621_4B-SAb1 Canteen	4B	2406-4B	06-4B	Summer	Summer	Underground
240621_5B	SAb1 SA089 (front)	b1	Corridor	Indoor	no	metal	25.2	73.9	Yes		DNA	240621_5B	240621	2406	SA	240621_5B-SAb1 SA089 (front)	5B	2406-5B	06-5B	Summer	Summer	Underground
240621_6B	SAb1	b1	Corridor	Indoor	no	metal	25.4	73.8	Yes		DNA	240621_6B	240621	2406	SA	240621_6B-SAb1	6B	2406-6B	06-6B	Summer	Summer	Underground
240621_7B	SBb1 (in front of elevator)	b1	Corridor	Indoor	no	metal	24.5	73.4	Yes		DNA	240621_7B	240621	2406	SB	240621_7B-SBb1 (in front of elevator)	7B	2406-7B	06-7B	Summer	Summer	Underground
240621_8B	SBb1	b1	Outdoor	Outdoor	no	metal	25.4	74.5	Yes		DNA	240621_8B	240621	2406	SB	240621_8B-SBb1	8B	2406-8B	06-8B	Summer	Summer	Outdoor
240621_9B	SB Elevator	Elevator	Elevator	Indoor	no	metal	25.6	72.7	No		DNA	240621_9B	240621	2406	SB	240621_9B-SB Elevator	9B	2406-9B	06-9B	Summer	Summer	Elevator
240704_10B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	27.1	71.7	Yes		DNA	240704_10B	240704	2407	SC	240704_10B-SCb1 Parking lot	10B	2407-10B	07-10B	Summer	Summer	Underground
240704_11B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	26.5	71.6	Yes		DNA	240704_11B	240704	2407	SC	240704_11B-SCb1 Parking lot	11B	2407-11B	07-11B	Summer	Summer	Underground
240704_12B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	26.5	75.2	Yes		DNA	240704_12B	240704	2407	SC	240704_12B-SCb1 Parking lot	12B	2407-12B	07-12B	Summer	Summer	Underground
240704_13B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	25.8	75.1	Yes		DNA	240704_13B	240704	2407	SD	240704_13B-SCb1 Parking lot	13B	2407-13B	07-13B	Summer	Summer	Underground
240704_14B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	27	77	Yes		DNA	240704_14B	240704	2407	SD	240704_14B-SCb1 Parking lot	14B	2407-14B	07-14B	Summer	Summer	Underground
240704_15B	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	27.1	78.5	Yes		DNA	240704_15B	240704	2407	SD	240704_15B-SCb1 Parking lot	15B	2407-15B	07-15B	Summer	Summer	Underground
240704_16B	SD Elevator	Elevator	Elevator	Indoor	no	metal	27.1	78.9	No		DNA	240704_16B	240704	2407	SD	240704_16B-SD Elevator	16B	2407-16B	07-16B	Summer	Summer	Elevator
240704_17B	SD254	2	Classroom	Indoor	yes	metal	26.6	74.8	No		DNA	240704_17B	240704	2407	SD	240704_17B-SD254	17B	2407-17B	07-17B	Summer	Summer	Aboveground
240704_18B	SD234	2	Corridor	Indoor	yes	plastic	27.2	74.3	No	Very black	DNA	240704_18B	240704	2407	SD	240704_18B-SD234	18B	2407-18B	07-18B	Summer	Summer	Aboveground
240704_19B	SC221	2	Common room	Indoor	no	metal	27	73	No		DNA	240704_19B	240704	2407	SC	240704_19B-SC221	19B	2407-19B	07-19B	Summer	Summer	Aboveground
240704_1B	SAb1 SA084 left side	b1	Corridor	Indoor	no	metal	25.8	73.4	Yes		DNA	240704_1B	240704	2407	SA	240704_1B-SAb1 SA084 left side	1B	2407-1B	07-1B	Summer	Summer	Underground
240704_21B	SA521	5	Common room	Indoor	yes	metal	26.2	66.7	No		DNA	240704_21B	240704	2407	SA	240704_21B-SA521	21B	2407-21B	07-21B	Summer	Summer	Aboveground
240704_22B	SA434	4	Laboratory	Indoor	no	metal	25.4	64.7	No		DNA	240704_22B	240704	2407	SA	240704_22B-SA434	22B	2407-22B	07-22B	Summer	Summer	Aboveground
240704_2B	SAb1 SA074	b1	Toilet (Male)	Indoor	no	metal	26.1	75	Yes		DNA	240704_2B	240704	2407	SA	240704_2B-SAb1 SA074	2B	2407-2B	07-2B	Summer	Summer	Underground
240704_3B	SAb1 SA080	b1	Toilet (Female)	Indoor	no	metal	26.3	75.2	Yes		DNA	240704_3B	240704	2407	SA	240704_3B-SAb1 SA080	3B	2407-3B	07-3B	Summer	Summer	Underground
240704_4B	SAb1 Canteen	b1	Canteen	Indoor	no	metal	25.9	73.4	Yes		DNA	240704_4B	240704	2407	SA	240704_4B-SAb1 Canteen	4B	2407-4B	07-4B	Summer	Summer	Underground
240704_5B	SAb1 SA089 (front)	b1	Corridor	Indoor	no	metal	26.1	73.8	Yes		DNA	240704_5B	240704	2407	SA	240704_5B-SAb1 SA089 (front)	5B	2407-5B	07-5B	Summer	Summer	Underground
240704_6B	SAb1	b1	Corridor	Indoor	no	metal	26.2	72.8	Yes		DNA	240704_6B	240704	2407	SA	240704_6B-SAb1	6B	2407-6B	07-6B	Summer	Summer	Underground
240704_7B	SBb1 (in front of elevator)	b1	Corridor	Indoor	no	metal	26.4	72.3	Yes		DNA	240704_7B	240704	2407	SB	240704_7B-SBb1 (in front of elevator)	7B	2407-7B	07-7B	Summer	Summer	Underground
240704_8B	SBb1	b1	Outdoor	Outdoor	no	metal	27.5	72.8	Yes		DNA	240704_8B	240704	2407	SB	240704_8B-SBb1	8B	2407-8B	07-8B	Summer	Summer	Outdoor
240704_9B	SB Elevator	Elevator	Elevator	Indoor	no	metal	27.7	71.4	No		DNA	240704_9B	240704	2407	SB	240704_9B-SB Elevator	9B	2407-9B	07-9B	Summer	Summer	Elevator
240718_10A	SBb1 SB024 left side	b1	Corridor	Indoor	no	metal	27	64.7	No		DNA	240718_10A	240718	2407	SB	240718_10A-SBb1 SB024 left side	10A	2407-10A	07-10A	Summer	Summer	Underground
240718_11A	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	26.8	65.4	No		DNA	240718_11A	240718	2407	SC	240718_11A-SCb1 Parking lot	11A	2407-11A	07-11A	Summer	Summer	Underground
240718_12A	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	26.7	68.1	No		DNA	240718_12A	240718	2407	SC	240718_12A-SCb1 Parking lot	12A	2407-12A	07-12A	Summer	Summer	Underground
240718_13A	SCb1 Parking lot	b1	Parking lot	Indoor	no	metal	26.9	70.2	No		DNA	240718_13A	240718	2407	SC	240718_13A-SCb1 Parking lot	13A	2407-13A	07-13A	Summer	Summer	Underground
240718_14A	SC Elevator	Elevator	Elevator	Indoor	no	metal	27.3	70.3	No		DNA	240718_14A	240718	2407	SC	240718_14A-SC Elevator	14A	2407-14A	07-14A	Summer	Summer	Elevator
240718_15A	SDb1 Parking lot	b1	Parking lot	Indoor	no	metal	28	71.9	No		DNA	240718_15A	240718	2407	SD	240718_15A-SDb1 Parking lot	15A	2407-15A	07-15A	Summer	Summer	Underground
240718_16A	SDb1 Parking lot	b1	Parking lot	Indoor	no	metal	28.3	72.7	No		DNA	240718_16A	240718	2407	SD	240718_16A-SDb1 Parking lot	16A	2407-16A	07-16A	Summer	Summer	Underground
240718_17A	SDb1 Parking lot	b1	Parking lot	Indoor	no	metal	28.3	73.2	No		DNA	240718_17A	240718	2407	SD	240718_17A-SDb1 Parking lot	17A	2407-17A	07-17A	Summer	Summer	Underground
240718_18A	SDb1	b1	Corridor	Indoor	no	metal	27.6	73.6	No	Renovation	DNA	240718_18A	240718	2407	SD	240718_18A-SDb1	18A	2407-18A	07-18A	Summer	Summer	Underground
240718_19A	SB273	2	Common room	Indoor	yes	metal	27.4	69.2	No	Opened window	DNA	240718_19A	240718	2407	SB	240718_19A-SB273	19A	2407-19A	07-19A	Summer	Summer	Aboveground
240718_1A	SAb1 (By the elevator)	b1	Corridor	Indoor	no	plastic	25	65.4	No		DNA	240718_1A	240718	2407	SA	240718_1A-SAb1 (By the elevator)	1A	2407-1A	07-1A	Summer	Summer	Underground
240718_21A	SA Elevator	Elevator	Elevator	Indoor	no	metal	28.1	66.4	No		DNA	240718_21A	240718	2407	SA	240718_21A-SA Elevator	21A	2407-21A	07-21A	Summer	Summer	Elevator
